id,date,time,name,size,type,price
2015-000031,1/1/2015,15:50:18,pepperoni,S,classic,9.75
2015-000032,1/1/2015,15:53:18,ital_cpcllo,L,classic,20.5
2015-000032,1/1/2015,15:53:18,green_garden,L,veggie,20.25
2015-000032,1/1/2015,15:53:18,big_meat,S,classic,12
2015-000032,1/1/2015,15:53:18,ital_supr,M,supreme,16.5
2015-000033,1/1/2015,15:54:08,bbq_ckn,L,chicken,20.75
2015-000033,1/1/2015,15:54:08,green_garden,S,veggie,12
2015-000034,1/1/2015,16:21:21,the_greek,S,classic,12
2015-000035,1/1/2015,16:32:04,pepperoni,M,classic,12.5
2015-000035,1/1/2015,16:32:04,pep_msh_pep,L,classic,17.5
2015-000035,1/1/2015,16:32:04,thai_ckn,L,chicken,20.75
2015-000035,1/1/2015,16:32:04,green_garden,M,veggie,16
2015-000036,1/1/2015,16:54:09,bbq_ckn,M,chicken,16.75
2015-000036,1/1/2015,16:54:09,classic_dlx,M,classic,16
2015-000037,1/1/2015,16:56:09,mexicana,L,veggie,20.25
2015-000037,1/1/2015,16:56:09,ital_supr,L,supreme,20.75
2015-000038,1/1/2015,17:03:00,ital_cpcllo,L,classic,20.5
2015-000038,1/1/2015,17:03:00,hawaiian,S,classic,10.5
2015-000039,1/1/2015,17:07:23,ital_supr,L,supreme,20.75
2015-000040,1/1/2015,17:14:36,southw_ckn,S,chicken,12.75
2015-000040,1/1/2015,17:14:36,four_cheese,L,veggie,17.95
2015-000041,1/1/2015,17:15:20,green_garden,S,veggie,12
2015-000041,1/1/2015,17:15:20,four_cheese,M,veggie,14.75
2015-000042,1/1/2015,17:28:09,big_meat,S,classic,12
2015-000042,1/1/2015,17:28:09,five_cheese,L,veggie,18.5
2015-000042,1/1/2015,17:28:09,peppr_salami,M,supreme,16.5
2015-000042,1/1/2015,17:28:09,mexicana,L,veggie,20.25
2015-000043,1/1/2015,17:38:34,ital_supr,M,supreme,16.5
2015-000043,1/1/2015,17:38:34,peppr_salami,L,supreme,20.75
2015-000043,1/1/2015,17:38:34,ckn_alfredo,M,chicken,16.75
2015-000044,1/1/2015,17:54:20,spin_pesto,S,veggie,12.5
2015-000045,1/1/2015,17:55:48,four_cheese,L,veggie,17.95
2015-000045,1/1/2015,17:55:48,hawaiian,S,classic,10.5
2015-000045,1/1/2015,17:55:48,thai_ckn,M,chicken,16.75
2015-000046,1/1/2015,18:25:51,thai_ckn,M,chicken,16.75
2015-000046,1/1/2015,18:25:51,ckn_pesto,L,chicken,20.75
2015-000046,1/1/2015,18:25:51,classic_dlx,L,classic,20.5
2015-000047,1/1/2015,18:26:34,veggie_veg,S,veggie,12
2015-000047,1/1/2015,18:26:34,southw_ckn,L,chicken,20.75
2015-000048,1/1/2015,18:26:42,prsc_argla,L,supreme,20.75
2015-000048,1/1/2015,18:26:42,spicy_ital,L,supreme,20.75
2015-000048,1/1/2015,18:26:42,green_garden,S,veggie,12
2015-000048,1/1/2015,18:26:42,ckn_pesto,M,chicken,16.75
2015-000049,1/1/2015,18:33:00,sicilian,L,supreme,20.25
2015-000050,1/1/2015,18:41:01,the_greek,XL,classic,25.5
2015-000051,1/1/2015,18:48:28,bbq_ckn,L,chicken,20.75
2015-000051,1/1/2015,18:48:28,pep_msh_pep,L,classic,17.5
2015-000052,1/1/2015,18:53:02,spicy_ital,L,supreme,20.75
2015-000052,1/1/2015,18:53:02,mexicana,L,veggie,20.25
2015-000052,1/1/2015,18:53:02,hawaiian,L,classic,16.5
2015-000053,1/1/2015,18:54:17,pep_msh_pep,S,classic,11
2015-000053,1/1/2015,18:54:17,spinach_supr,M,supreme,16.5
2015-000054,1/1/2015,19:01:45,prsc_argla,M,supreme,16.5
2015-000054,1/1/2015,19:01:45,thai_ckn,L,chicken,20.75
2015-000055,1/1/2015,19:03:19,peppr_salami,S,supreme,12.5
2015-000055,1/1/2015,19:03:19,spicy_ital,L,supreme,20.75
2015-000056,1/1/2015,19:07:00,southw_ckn,M,chicken,16.75
2015-000056,1/1/2015,19:07:00,classic_dlx,M,classic,16
2015-000056,1/1/2015,19:07:00,mediterraneo,L,veggie,20.25
2015-000057,1/1/2015,19:10:51,classic_dlx,M,classic,16
2015-000058,1/1/2015,19:30:40,five_cheese,L,veggie,18.5
2015-000058,1/1/2015,19:30:40,pepperoni,M,classic,12.5
2015-000059,1/1/2015,19:40:08,pep_msh_pep,S,classic,11
2015-000059,1/1/2015,19:40:08,pepperoni,L,classic,15.25
2015-000059,1/1/2015,19:40:08,ital_veggie,S,veggie,12.75
2015-000060,1/1/2015,20:05:16,ckn_pesto,L,chicken,20.75
2015-000060,1/1/2015,20:05:16,four_cheese,M,veggie,14.75
2015-000061,1/1/2015,20:08:43,ital_supr,L,supreme,20.75
2015-000061,1/1/2015,20:08:43,bbq_ckn,M,chicken,16.75
2015-000062,1/1/2015,20:50:16,spinach_supr,M,supreme,16.5
2015-000062,1/1/2015,20:50:16,bbq_ckn,M,chicken,16.75
2015-000063,1/1/2015,20:51:42,pep_msh_pep,M,classic,14.5
2015-000064,1/1/2015,20:52:08,big_meat,S,classic,12
2015-000065,1/1/2015,21:16:00,spinach_supr,M,supreme,16.5
2015-000065,1/1/2015,21:16:00,pep_msh_pep,S,classic,11
2015-000065,1/1/2015,21:16:00,sicilian,S,supreme,12.25
2015-000065,1/1/2015,21:16:00,spicy_ital,S,supreme,12.5
2015-000066,1/1/2015,21:47:55,classic_dlx,M,classic,16
2015-000066,1/1/2015,21:47:55,ital_cpcllo,M,classic,16
2015-000067,1/1/2015,22:03:40,southw_ckn,L,chicken,20.75
2015-000068,1/1/2015,22:07:32,ital_supr,L,supreme,20.75
2015-000068,1/1/2015,22:07:32,classic_dlx,M,classic,16
2015-000068,1/1/2015,22:07:32,ital_supr,M,supreme,16.5
2015-000069,1/1/2015,22:12:13,bbq_ckn,L,chicken,20.75
2015-000070,1/2/2015,11:38:51,soppressata,L,supreme,20.75
2015-000070,1/2/2015,11:38:51,ital_veggie,S,veggie,12.75
2015-000071,1/2/2015,11:40:50,thai_ckn,L,chicken,20.75
2015-000072,1/2/2015,11:57:25,spinach_fet,L,veggie,20.25
2015-000073,1/2/2015,11:58:56,thai_ckn,S,chicken,12.75
2015-000074,1/2/2015,12:01:12,mexicana,L,veggie,20.25
2015-000074,1/2/2015,12:01:12,spin_pesto,S,veggie,12.5
2015-000074,1/2/2015,12:01:12,spinach_supr,L,supreme,20.75
2015-000074,1/2/2015,12:01:12,five_cheese,L,veggie,18.5
2015-000075,1/2/2015,12:10:15,napolitana,L,classic,20.5
2015-000075,1/2/2015,12:10:15,ital_supr,S,supreme,12.5
2015-000075,1/2/2015,12:10:15,mediterraneo,L,veggie,20.25
2015-000076,1/2/2015,12:21:17,hawaiian,L,classic,16.5
2015-000076,1/2/2015,12:21:17,ital_veggie,L,veggie,21
2015-000076,1/2/2015,12:21:17,spicy_ital,L,supreme,20.75
2015-000076,1/2/2015,12:21:17,big_meat,S,classic,12
2015-000077,1/2/2015,12:22:46,hawaiian,M,classic,13.25
2015-000077,1/2/2015,12:22:46,bbq_ckn,M,chicken,16.75
2015-000078,1/2/2015,12:28:14,classic_dlx,S,classic,12
2015-000078,1/2/2015,12:28:14,spicy_ital,L,supreme,20.75
2015-000078,1/2/2015,12:28:14,spicy_ital,L,supreme,20.75
2015-000078,1/2/2015,12:28:14,thai_ckn,S,chicken,12.75
2015-000078,1/2/2015,12:28:14,four_cheese,L,veggie,17.95
2015-000078,1/2/2015,12:28:14,ital_cpcllo,M,classic,16
2015-000078,1/2/2015,12:28:14,spicy_ital,L,supreme,20.75
2015-000078,1/2/2015,12:28:14,big_meat,S,classic,12
2015-000079,1/2/2015,12:29:11,ital_cpcllo,L,classic,20.5
2015-000079,1/2/2015,12:29:11,thai_ckn,L,chicken,20.75
2015-000079,1/2/2015,12:29:11,pep_msh_pep,S,classic,11
2015-000080,1/2/2015,12:35:38,pepperoni,S,classic,9.75
2015-000080,1/2/2015,12:35:38,thai_ckn,M,chicken,16.75
2015-000081,1/2/2015,12:40:01,thai_ckn,L,chicken,20.75
2015-000082,1/2/2015,12:45:51,spicy_ital,L,supreme,20.75
2015-000082,1/2/2015,12:45:51,big_meat,S,classic,12
2015-000082,1/2/2015,12:45:51,cali_ckn,M,chicken,16.75
2015-000082,1/2/2015,12:45:51,veggie_veg,M,veggie,16
2015-000083,1/2/2015,12:53:27,southw_ckn,S,chicken,12.75
2015-000084,1/2/2015,13:13:41,pepperoni,L,classic,15.25
2015-000085,1/2/2015,13:34:49,classic_dlx,S,classic,12
2015-000085,1/2/2015,13:34:49,classic_dlx,M,classic,16
2015-000085,1/2/2015,13:34:49,ital_supr,L,supreme,20.75
2015-000085,1/2/2015,13:34:49,the_greek,M,classic,16
2015-000086,1/2/2015,13:40:31,hawaiian,L,classic,16.5
2015-000087,1/2/2015,14:01:02,mexicana,M,veggie,16
2015-000087,1/2/2015,14:01:02,ital_cpcllo,M,classic,16
2015-000087,1/2/2015,14:01:02,spinach_supr,S,supreme,12.5
2015-000087,1/2/2015,14:01:02,spinach_supr,L,supreme,20.75
2015-000088,1/2/2015,14:10:08,five_cheese,L,veggie,18.5
2015-000089,1/2/2015,14:30:19,thai_ckn,L,chicken,20.75
2015-000089,1/2/2015,14:30:19,soppressata,L,supreme,20.75
2015-000090,1/2/2015,15:08:48,thai_ckn,S,chicken,12.75
2015-000090,1/2/2015,15:08:48,sicilian,L,supreme,20.25
2015-000091,1/2/2015,15:14:43,bbq_ckn,L,chicken,20.75
2015-000091,1/2/2015,15:14:43,pepperoni,S,classic,9.75
2015-000091,1/2/2015,15:14:43,bbq_ckn,L,chicken,20.75
2015-000091,1/2/2015,15:14:43,ckn_pesto,S,chicken,12.75
2015-000092,1/2/2015,15:17:02,spinach_fet,S,veggie,12
2015-000092,1/2/2015,15:17:02,ital_supr,M,supreme,16.5
2015-000092,1/2/2015,15:17:02,peppr_salami,M,supreme,16.5
2015-000092,1/2/2015,15:17:02,bbq_ckn,M,chicken,16.75
2015-000092,1/2/2015,15:17:02,spinach_supr,S,supreme,12.5
2015-000092,1/2/2015,15:17:02,the_greek,M,classic,16
2015-000092,1/2/2015,15:17:02,ital_supr,L,supreme,20.75
2015-000092,1/2/2015,15:17:02,pepperoni,M,classic,12.5
2015-000092,1/2/2015,15:17:02,ital_veggie,S,veggie,12.75
2015-000092,1/2/2015,15:17:02,the_greek,M,classic,16
2015-000093,1/2/2015,15:29:31,sicilian,M,supreme,16.25
2015-000094,1/2/2015,16:17:16,ital_cpcllo,M,classic,16
2015-000094,1/2/2015,16:17:16,southw_ckn,S,chicken,12.75
2015-000095,1/2/2015,16:18:04,peppr_salami,L,supreme,20.75
2015-000095,1/2/2015,16:18:04,napolitana,S,classic,12
2015-000096,1/2/2015,16:21:20,napolitana,S,classic,12
2015-000097,1/2/2015,16:45:33,big_meat,S,classic,12
2015-000098,1/2/2015,17:18:18,napolitana,L,classic,20.5
2015-000098,1/2/2015,17:18:18,classic_dlx,L,classic,20.5
2015-000099,1/2/2015,17:45:42,ital_supr,L,supreme,20.75
2015-000100,1/2/2015,17:46:17,hawaiian,L,classic,16.5
2015-000101,1/2/2015,17:51:33,soppressata,L,supreme,20.75
2015-000101,1/2/2015,17:51:33,cali_ckn,L,chicken,20.75
2015-000101,1/2/2015,17:51:33,pepperoni,L,classic,15.25
2015-000101,1/2/2015,17:51:33,spicy_ital,M,supreme,16.5
2015-000102,1/2/2015,17:54:04,prsc_argla,S,supreme,12.5
2015-000102,1/2/2015,17:54:04,bbq_ckn,S,chicken,12.75
2015-000103,1/2/2015,18:02:09,spinach_supr,S,supreme,12.5
2015-000104,1/2/2015,18:02:12,veggie_veg,L,veggie,20.25
2015-000104,1/2/2015,18:02:12,bbq_ckn,M,chicken,16.75
2015-000104,1/2/2015,18:02:12,ital_veggie,M,veggie,16.75
2015-000104,1/2/2015,18:02:12,ckn_alfredo,M,chicken,16.75
2015-000105,1/2/2015,18:12:01,hawaiian,S,classic,10.5
2015-000105,1/2/2015,18:12:01,hawaiian,S,classic,10.5
2015-000105,1/2/2015,18:12:01,prsc_argla,M,supreme,16.5
2015-000105,1/2/2015,18:12:01,pepperoni,L,classic,15.25
2015-000106,1/2/2015,18:12:13,spicy_ital,L,supreme,20.75
2015-000106,1/2/2015,18:12:13,mexicana,L,veggie,20.25
2015-000107,1/2/2015,18:25:09,ital_supr,M,supreme,16.5
2015-000107,1/2/2015,18:25:09,cali_ckn,L,chicken,20.75
2015-000107,1/2/2015,18:25:09,veggie_veg,L,veggie,20.25
2015-000107,1/2/2015,18:25:09,spicy_ital,L,supreme,20.75
2015-000108,1/2/2015,18:25:25,hawaiian,L,classic,16.5
2015-000108,1/2/2015,18:25:25,classic_dlx,L,classic,20.5
2015-000108,1/2/2015,18:25:25,spinach_supr,L,supreme,20.75
2015-000109,1/2/2015,18:27:50,prsc_argla,L,supreme,20.75
2015-000109,1/2/2015,18:27:50,pepperoni,M,classic,12.5
2015-000109,1/2/2015,18:27:50,ital_cpcllo,L,classic,20.5
2015-000109,1/2/2015,18:27:50,ital_supr,L,supreme,20.75
2015-000110,1/2/2015,18:36:19,soppressata,L,supreme,20.75
2015-000110,1/2/2015,18:36:19,napolitana,L,classic,20.5
2015-000110,1/2/2015,18:36:19,big_meat,S,classic,12
2015-000110,1/2/2015,18:36:19,spicy_ital,S,supreme,12.5
2015-000111,1/2/2015,18:38:01,cali_ckn,M,chicken,16.75
2015-000111,1/2/2015,18:38:01,spin_pesto,L,veggie,20.75
2015-000111,1/2/2015,18:38:01,pepperoni,M,classic,12.5
2015-000111,1/2/2015,18:38:01,five_cheese,L,veggie,18.5
2015-000112,1/2/2015,18:41:40,pepperoni,S,classic,9.75
2015-000113,1/2/2015,18:50:21,cali_ckn,L,chicken,20.75
2015-000113,1/2/2015,18:50:21,southw_ckn,M,chicken,16.75
2015-000113,1/2/2015,18:50:21,mexicana,L,veggie,20.25
2015-000114,1/2/2015,18:59:32,pepperoni,L,classic,15.25
2015-000114,1/2/2015,18:59:32,sicilian,S,supreme,12.25
2015-000115,1/2/2015,19:05:17,thai_ckn,M,chicken,16.75
2015-000115,1/2/2015,19:05:17,big_meat,S,classic,12
2015-000115,1/2/2015,19:05:17,napolitana,L,classic,20.5
2015-000116,1/2/2015,19:18:49,five_cheese,L,veggie,18.5
2015-000117,1/2/2015,19:23:02,peppr_salami,M,supreme,16.5
2015-000117,1/2/2015,19:23:02,sicilian,L,supreme,20.25
2015-000118,1/2/2015,19:26:59,prsc_argla,L,supreme,20.75
2015-000118,1/2/2015,19:26:59,spinach_fet,S,veggie,12
2015-000119,1/2/2015,19:32:29,four_cheese,M,veggie,14.75
2015-000120,1/2/2015,19:35:07,spinach_fet,L,veggie,20.25
2015-000120,1/2/2015,19:35:07,hawaiian,S,classic,10.5
2015-000120,1/2/2015,19:35:07,classic_dlx,S,classic,12
2015-000121,1/2/2015,19:38:48,sicilian,L,supreme,20.25
2015-000121,1/2/2015,19:38:48,bbq_ckn,M,chicken,16.75
2015-000121,1/2/2015,19:38:48,southw_ckn,L,chicken,20.75
2015-000121,1/2/2015,19:38:48,four_cheese,L,veggie,17.95
2015-000122,1/2/2015,19:50:19,ital_supr,M,supreme,16.5
2015-000123,1/2/2015,20:12:09,ital_cpcllo,S,classic,12
2015-000124,1/2/2015,20:12:34,bbq_ckn,S,chicken,12.75
2015-000124,1/2/2015,20:12:34,the_greek,S,classic,12
2015-000124,1/2/2015,20:12:34,sicilian,L,supreme,20.25
2015-000124,1/2/2015,20:12:34,spicy_ital,L,supreme,20.75
2015-000125,1/2/2015,20:31:06,the_greek,XL,classic,25.5
2015-000126,1/2/2015,20:53:42,veggie_veg,L,veggie,20.25
2015-000127,1/2/2015,20:58:23,pepperoni,M,classic,12.5
2015-000128,1/2/2015,21:05:06,spicy_ital,S,supreme,12.5
2015-000129,1/2/2015,21:13:02,big_meat,S,classic,12
2015-000129,1/2/2015,21:13:02,the_greek,M,classic,16
2015-000130,1/2/2015,21:14:55,mexicana,M,veggie,16
2015-000130,1/2/2015,21:14:55,southw_ckn,S,chicken,12.75
2015-000130,1/2/2015,21:14:55,ital_cpcllo,L,classic,20.5
2015-000130,1/2/2015,21:14:55,hawaiian,S,classic,10.5
2015-000131,1/2/2015,21:33:10,spinach_supr,S,supreme,12.5
2015-000131,1/2/2015,21:33:10,five_cheese,L,veggie,18.5
2015-000131,1/2/2015,21:33:10,green_garden,S,veggie,12
2015-000131,1/2/2015,21:33:10,ckn_pesto,L,chicken,20.75
2015-000132,1/2/2015,21:42:45,pepperoni,S,classic,9.75
2015-000133,1/2/2015,22:00:17,bbq_ckn,L,chicken,20.75
2015-000133,1/2/2015,22:00:17,hawaiian,L,classic,16.5
2015-000133,1/2/2015,22:00:17,the_greek,S,classic,12
2015-000134,1/2/2015,22:13:24,southw_ckn,L,chicken,20.75
2015-000134,1/2/2015,22:13:24,spinach_supr,S,supreme,12.5
2015-000134,1/2/2015,22:13:24,big_meat,S,classic,12
2015-000135,1/2/2015,22:29:34,veggie_veg,L,veggie,20.25
2015-000136,1/2/2015,22:32:49,peppr_salami,S,supreme,12.5
2015-000136,1/2/2015,22:32:49,five_cheese,L,veggie,18.5
2015-000137,1/3/2015,11:34:10,mediterraneo,L,veggie,20.25
2015-000137,1/3/2015,11:34:10,spicy_ital,M,supreme,16.5
2015-000137,1/3/2015,11:34:10,pepperoni,S,classic,9.75
2015-000138,1/3/2015,11:44:50,ital_veggie,L,veggie,21
2015-000138,1/3/2015,11:44:50,sicilian,M,supreme,16.25
2015-000138,1/3/2015,11:44:50,four_cheese,L,veggie,17.95
2015-000138,1/3/2015,11:44:50,cali_ckn,M,chicken,16.75
2015-000139,1/3/2015,11:57:39,five_cheese,L,veggie,18.5
2015-000140,1/3/2015,12:26:44,veggie_veg,M,veggie,16
2015-000140,1/3/2015,12:26:44,prsc_argla,S,supreme,12.5
2015-000141,1/3/2015,13:16:01,classic_dlx,M,classic,16
2015-000142,1/3/2015,13:33:59,green_garden,M,veggie,16
2015-000143,1/3/2015,13:41:36,pepperoni,L,classic,15.25
2015-000143,1/3/2015,13:41:36,mexicana,M,veggie,16
2015-000143,1/3/2015,13:41:36,classic_dlx,S,classic,12
2015-000143,1/3/2015,13:41:36,thai_ckn,L,chicken,20.75
2015-000143,1/3/2015,13:41:36,cali_ckn,S,chicken,12.75
2015-000143,1/3/2015,13:41:36,prsc_argla,S,supreme,12.5
2015-000143,1/3/2015,13:41:36,veggie_veg,M,veggie,16
2015-000143,1/3/2015,13:41:36,hawaiian,L,classic,16.5
2015-000144,1/3/2015,13:44:28,five_cheese,L,veggie,18.5
2015-000144,1/3/2015,13:44:28,veggie_veg,L,veggie,20.25
2015-000144,1/3/2015,13:44:28,southw_ckn,S,chicken,12.75
2015-000144,1/3/2015,13:44:28,thai_ckn,M,chicken,16.75
2015-000144,1/3/2015,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,1/3/2015,13:44:28,four_cheese,L,veggie,17.95
2015-000144,1/3/2015,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,1/3/2015,13:44:28,bbq_ckn,M,chicken,16.75
2015-000144,1/3/2015,13:44:28,big_meat,S,classic,12
2015-000144,1/3/2015,13:44:28,spicy_ital,L,supreme,20.75
2015-000144,1/3/2015,13:44:28,cali_ckn,L,chicken,20.75
2015-000144,1/3/2015,13:44:28,pep_msh_pep,S,classic,11
2015-000144,1/3/2015,13:44:28,southw_ckn,L,chicken,20.75
2015-000144,1/3/2015,13:44:28,ckn_pesto,M,chicken,16.75
2015-000145,1/3/2015,13:53:48,the_greek,S,classic,12
2015-000146,1/3/2015,14:22:10,cali_ckn,L,chicken,20.75
2015-000146,1/3/2015,14:22:10,four_cheese,M,veggie,14.75
2015-000146,1/3/2015,14:22:10,hawaiian,M,classic,13.25
2015-000147,1/3/2015,14:32:51,the_greek,XL,classic,25.5
2015-000148,1/3/2015,14:40:42,mediterraneo,S,veggie,12
2015-000149,1/3/2015,14:48:45,spinach_fet,M,veggie,16
2015-000150,1/3/2015,14:49:58,pepperoni,M,classic,12.5
2015-000151,1/3/2015,15:09:34,spinach_supr,S,supreme,12.5
2015-000151,1/3/2015,15:09:34,southw_ckn,L,chicken,20.75
2015-000152,1/3/2015,15:09:42,the_greek,M,classic,16
2015-000152,1/3/2015,15:09:42,thai_ckn,S,chicken,12.75
2015-000152,1/3/2015,15:09:42,spinach_fet,L,veggie,20.25
2015-000152,1/3/2015,15:09:42,hawaiian,S,classic,10.5
2015-000153,1/3/2015,15:16:34,mexicana,M,veggie,16
2015-000154,1/3/2015,15:22:43,prsc_argla,S,supreme,12.5
2015-000155,1/3/2015,15:28:59,pepperoni,L,classic,15.25
2015-000155,1/3/2015,15:28:59,ckn_pesto,S,chicken,12.75
2015-000155,1/3/2015,15:28:59,napolitana,L,classic,20.5
2015-000155,1/3/2015,15:28:59,peppr_salami,L,supreme,20.75
2015-000156,1/3/2015,15:42:19,thai_ckn,L,chicken,20.75
2015-000156,1/3/2015,15:42:19,napolitana,M,classic,16
2015-000157,1/3/2015,15:43:03,sicilian,M,supreme,16.25
2015-000157,1/3/2015,15:43:03,spin_pesto,M,veggie,16.5
2015-000157,1/3/2015,15:43:03,mediterraneo,M,veggie,16
2015-000157,1/3/2015,15:43:03,ital_supr,L,supreme,20.75
2015-000158,1/3/2015,15:54:30,thai_ckn,M,chicken,16.75
2015-000158,1/3/2015,15:54:30,ital_veggie,M,veggie,16.75
2015-000159,1/3/2015,15:59:22,thai_ckn,M,chicken,16.75
2015-000159,1/3/2015,15:59:22,four_cheese,L,veggie,17.95
2015-000160,1/3/2015,16:35:33,classic_dlx,M,classic,16
2015-000161,1/3/2015,16:43:46,hawaiian,S,classic,10.5
2015-000161,1/3/2015,16:43:46,the_greek,XL,classic,25.5
2015-000161,1/3/2015,16:43:46,spicy_ital,M,supreme,16.5
2015-000162,1/3/2015,16:51:22,big_meat,S,classic,12
2015-000163,1/3/2015,16:54:54,the_greek,M,classic,16
2015-000163,1/3/2015,16:54:54,hawaiian,M,classic,13.25
2015-000163,1/3/2015,16:54:54,pepperoni,L,classic,15.25
2015-000164,1/3/2015,16:56:33,pepperoni,M,classic,12.5
2015-000164,1/3/2015,16:56:33,cali_ckn,L,chicken,20.75
